City,customers,revenue,orders
padre bernardo,4,195.7,4
itaipulandia,6,195.17,6
manoel urbano,1,194.99,1
campo alegre do fidalgo,1,194.98,1
couto de magalhaes,2,194.89,2
sao joao do ivai,2,193.9,2
lourdes,2,193.7,2
mata roma,2,193.0,2
floreal,2,192.89000000000001,2
jaguaquara,2,192.4,2
ajuricaba,2,191.9,2
planaltino,1,191.8,1
diogo de vasconcelos,2,191.62,2
divisa alegre,2,190.99,2
santana do deserto,1,190.9,1
moema,1,189.99,1
botelho,1,189.98,1
vicentina,1,189.9,1
sao bernardino,1,189.9,1
ressaquinha,1,189.9,1
berizal,1,189.9,1
iraucuba,2,189.89000000000001,2
barro alto,3,189.89000000000001,3
ipiranga,3,189.89,4
santo antonio do planalto,1,189.0,1
tururu,1,189.0,1
curvelandia,1,189.0,1
curralinho,1,188.76,1
erere,1,188.0,1
wenceslau braz,2,188.0,2
ipixuna do para,2,188.0,2
bugre,1,187.9,1
paraiso do norte,2,187.82,3
belmonte,2,187.69,2
ararica,2,187.0,2
montezuma,2,186.89000000000001,2
alvares florence,2,185.76,2
jaciara,3,185.7,3
abare,2,185.19,2
goianorte,2,184.99,2
herculandia,3,184.89000000000001,3
santa rita do ibitipoca,2,184.7,2
cerro grande do sul,2,184.0,2
teofilandia,3,183.88,3
areia branca,3,183.6,3
tuparendi,2,183.49,2
trombudo central,5,182.89,5
cerro azul,3,182.18,4
botuvera,2,181.9,2
ilopolis,3,181.8,3
hidrolina,2,181.47,2
santa rosa de lima,2,180.15,3
sao jose dos cordeiros,1,180.0,1
arantina,1,180.0,1
avai,1,179.99,1
santa barbara do para,1,179.96,1
campinacu,1,179.9,1
japoata,1,179.9,1
saubara,1,179.9,1
aparecida de monte alto,1,179.9,1
porto de pedras,1,179.9,1
alambari,3,179.88,3
redencao do gurgueia,1,179.8,1
xique-xique,3,179.79000000000002,3
engenheiro balduino,1,179.6,1
senador amaral,1,179.46,2
salvador do sul,1,179.0,1
fortim,1,179.0,1
pocao de pedras,1,179.0,1
mato leitao,2,179.0,2
cipo,1,179.0,1
umbauba,3,178.9,3
sambaiba,1,178.9,1
fruta de leite,2,178.9,2
oeiras do para,2,178.64999999999998,2
santa rita d'oeste,3,178.57,3
paranacity,3,178.15,3
sao goncalo do abaete,2,177.99,2
roca sales,2,177.9,2
martins,2,177.89000000000001,2
conceicao do jacuipe,3,177.89,3
tavares,1,176.99,1
guape,1,176.96,1
rio das antas,2,176.8,2
corumbaiba,4,176.8,4
xavantina,2,176.02,2
nonoai,2,175.9,2
bom jesus das selvas,2,175.9,2
campo alegre de goias,2,175.89000000000001,2
tiros,3,175.89,3
chacara,2,175.7,2
sao jose da vitoria,2,175.65,2
frecheirinha,2,175.09,2
palmeiras,2,174.95,2
celina,2,174.9,2
nortelandia,1,174.9,1
carutapera,2,174.9,2
canudos,1,174.9,1
sitio novo,2,174.89000000000001,2
sao joao da mata,2,174.78,2
quilombo,4,174.78,4
belo campo,3,174.47,3
poco de pedra,1,174.0,1
sao luis do curu,2,173.9,2
macambira,1,173.9,1
ipe,2,173.9,2
estrela do norte,3,173.79,3
sao miguel do anta,1,173.59,1
pocrane,3,172.99,3
bueno brandao,4,172.02,4
irara,2,171.89000000000001,2
ladainha,2,171.14,2
claraval,1,171.0,1
santa barbara d oeste,5,170.92000000000002,5
sao francisco do humaita,1,170.8,1
tres arroios,3,170.27,3
isaias coelho,1,170.0,1
lagoa d'anta,1,170.0,1
apuarema,1,169.99,1
desembargador otoni,1,169.99,1
ibitioca,1,169.99,1
pequi,1,169.99,1
ipueira,1,169.99,1
serra bonita,1,169.99,1
deputado irapuan pinheiro,3,169.98000000000002,3
miraguai,1,169.97,1
sao miguel das matas,1,169.94,1
pindobacu,3,169.9,3
america dourada,1,169.9,1
ipuiuna,1,169.9,1
felicio dos santos,1,169.9,1
arroio trinta,1,169.9,1
correntes,1,169.9,1
jandaira,2,169.89000000000001,2
carmo do rio verde,2,169.89,2
sao roque de minas,2,169.89,2
emilianopolis,1,169.85000000000002,2
cachoeira da prata,2,169.8,2
urucurituba,2,169.8,2
azurita,3,169.70000000000002,3
rinopolis,3,169.69,3
monte castelo,2,169.5,2
sao goncalo do rio das pedras,1,169.0,1
itaparica,1,168.49,1
sao joao de iracema,3,168.38,3
brotas de macaubas,1,168.0,1
nova olimpia,2,168.0,2
abatia,3,167.89,3
david canabarro,2,167.88,2
teolandia,4,167.8,4
cotriguacu,2,167.66,2
aramari,1,167.4,2
purilandia,1,166.99,1
piacu,1,166.99,1
parnarama,1,166.99,1
luz,2,166.9,2
ventania,3,166.76999999999998,3
porangaba,2,166.39,2
acaiaca,2,164.9,2
cha grande,1,164.89,1
alvorada do norte,2,164.88,3
ataleia,3,164.8,3
ibiassuce,2,164.5,2
lindoeste,2,164.3,2
saboeiro,1,163.99,1
boquim,1,163.9,1
agua santa,2,163.9,2
matrincha,2,163.29,2
euclides da cunha paulista,1,163.25,2
poloni,3,163.12,3
jaguaruna,2,162.9,2
alianca do tocantins,2,162.79,2
macambara,2,162.74,2
ibertioga,1,162.5,1
nazareno,2,161.8,2
luzilandia,3,161.8,3
panelas,2,161.79000000000002,2
rio preto,4,161.68,4
lagoa da canoa,1,160.99,1
ichu,2,160.98000000000002,2
jaboti,2,160.7,2
santa filomena,1,160.0,1
santa amelia,1,160.0,1
santo antonio do canaa,1,160.0,1
baixa grande do ribeiro,1,159.99,1
romelandia,1,159.99,1
sao joao da parauna,1,159.99,1
itapage,1,159.99,1
jose da penha,1,159.99,1
itaporanga d'ajuda,1,159.99,1
pedras de fogo,2,159.99,2
pancas,1,159.94,1
governador dix-sept rosado,1,159.9,1
areial,1,159.9,1
mimoso de goias,1,159.9,1
santa fe de minas,1,159.9,1
monteiropolis,1,159.9,1
marilandia do sul,1,159.9,1
alexandria,2,159.8,2
muritiba,1,159.49,1
jesupolis,2,159.33,2
santo antonio dos campos,1,159.0,1
capivari do sul,1,159.0,1
cavalcante,2,158.99,2
roncador,2,158.98000000000002,2
espigao alto do iguacu,2,158.9,2
marinopolis,2,158.88,2
sao patricio,1,158.7,1
pilar,4,158.69,4
pranchita,1,158.67,1
abaira,2,157.99,2
sao sebastiao da serra,1,157.9,1
aguia branca,2,157.89000000000001,2
jaguari,3,157.89,3
fazenda vilanova,2,157.8,2
itabaianinha,2,157.8,2
capao da porteira,2,157.0,2
nova canaa,2,156.9,2
aragarcas,3,156.88,4
guamare,2,156.8,2
nova campina,2,156.5,2
lagoao,1,156.45,1
campo grande do piaui,1,155.99,1
bossoroca,1,155.99,1
sao vendelino,2,155.98000000000002,2
barra de sao miguel,2,155.98000000000002,2
massape,2,155.9,2
campina das missoes,2,155.8,2
salgado filho,3,155.7,3
conceicao do caninde,1,155.44,1
novo repartimento,2,155.0,2
picarras,1,155.0,1
mariopolis,1,154.99,1
sapopema,2,154.98000000000002,2
itabatan,2,154.98000000000002,2
iramaia,2,154.9,2
aguas de santa barbara,3,154.9,3
mirinzal,3,154.87,3
sao joao do manhuacu,2,154.8,2
porto firme,2,153.60999999999999,2
nova crixas,1,153.4,1
maragogipe,2,152.8,2
capim branco,1,152.78,2
sao lourenco do piaui,1,152.49,1
groairas,1,152.15,1
novo oriente do piaui,2,152.01,2
agua fria de goias,1,152.0,1
buriti,1,151.79,1
eneas marques,4,151.68,4
carlos chagas,3,150.79000000000002,3
chaval,1,150.0,1
aroeiras,1,149.99,1
urucuia,1,149.99,1
pio ix,1,149.99,1
tecainda,1,149.99,1
ivora,1,149.9,1
presidente janio quadros,1,149.9,1
alegrete do piaui,1,149.9,1
cocalzinho de goias,1,149.9,1
sao jose do piaui,1,149.9,1
cabixi,1,149.9,1
guassusse,1,149.9,1
jaua,1,149.9,1
guiricema,1,149.9,1
remigio,1,149.9,1
rio espera,1,149.9,1
sao jose do serido,1,149.9,1
perpetuo socorro,2,149.89000000000001,2
luiziana,2,149.85,2
pacoti,2,149.8,2
nova canaa do norte,3,149.77999999999997,3
urucania,1,149.0,1
ribeiro junqueira,1,149.0,1
dom joaquim,2,149.0,2
bom jesus do querendo,1,149.0,1
santo antonio do leste,1,149.0,1
ibarama,1,149.0,1
simao pereira,1,149.0,1
heliopolis,1,149.0,1
piracema,1,149.0,1
quatro pontes,1,149.0,1
mae do rio,2,148.89,2
ielmo marinho,2,148.70000000000002,2
witmarsum,3,147.79,3
taquarana,1,146.99,1
paiva,2,146.2,2
caiua,2,146.0,2
ritapolis,3,145.69,3
esmeralda,1,145.0,1
candeal,1,144.99,1
vespasiano correa,1,144.99,1
macaparana,2,144.88,2
aruana,1,144.8,2
putinga,2,144.8,2
carire,3,144.79,3
patu,3,144.49,3
ubata,2,144.0,2
turvolandia,2,143.9,2
barra,2,143.9,2
mara rosa,2,143.9,2
santa barbara do sul,2,143.8,2
ourizona,1,143.8,1
santa maria da serra,2,143.64000000000001,2
capoeiras,1,143.0,1
lucianopolis,2,142.9,2
itirapina,2,142.89999999999998,2
victor graeff,2,142.8,2
chopinzinho,4,142.38,4
parambu,3,141.86,4
pau d'arco,2,141.8,2
vila langaro,3,140.64,3
visconde de maua,2,140.59,3
salto do ceu,3,140.39000000000001,4
varzea alegre,2,140.29,2
jussari,2,139.99,2
alagoa grande,1,139.99,1
paial,1,139.99,1
cravolandia,1,139.9,1
ilha grande,1,139.9,1
central de santa helena,1,139.9,1
sao joao da urtiga,1,139.9,1
brejo bonito,1,139.9,1
tabocas do brejo velho,3,139.88,3
tres irmaos,1,139.8,1
sao clemente,1,139.8,1
sao geraldo da piedade,1,139.8,1
caldas brandao,1,139.0,1
adhemar de barros,1,139.0,1
angustura,1,139.0,1
jardim olinda,1,139.0,1
dario meira,2,138.99,2
simolandia,2,138.99,2
oliveira dos brejinhos,2,138.9,2
machacalis,2,138.89,2
itaguaje,2,138.8,2
satubinha,2,138.79,2
senador firmino,2,138.57,2
clevelandia,3,138.5,3
pastos bons,2,137.9,2
itapicuru,2,137.32999999999998,2
gaucha do norte,2,136.48000000000002,2
pirajuba,1,135.9,1
cubati,2,135.89000000000001,2
bataipora,1,135.3,1
centenario,1,134.99,1
estrela d oeste,1,134.9,1
ibema,1,134.9,1
matutina,2,134.89000000000001,2
pindai,2,134.8,2
carrancas,3,134.79,3
apore,1,134.64,1
jacigua,2,134.49,2
lupercio,3,133.79,3
urutai,3,133.48000000000002,3
itiquira,1,133.0,1
madalena,1,132.9,1
silvianopolis,2,132.5,3
caibi,3,132.05,3
nossa senhora do remedio,2,131.9,2
iuna,2,131.0,2
correntina,2,130.99,2
seberi,2,130.39000000000001,2
inga,1,130.0,1
lajeado grande,1,130.0,1
chiapetta,1,129.99,1
agua preta,1,129.99,1
maua da serra,2,129.99,2
sao luiz do norte,1,129.99,1
ibiracatu,1,129.99,1
carnauba dos dantas,1,129.99,1
floresta do araguaia,1,129.99,1
luziapolis,1,129.99,1
cruzeiro do iguacu,1,129.99,1
orizania,1,129.95,1
grupiara,1,129.94,1
itatiaiucu,2,129.9,2
murucupi,1,129.9,1
porto estrela,1,129.9,1
amapora,2,129.9,2
riacho de santo antonio,1,129.9,1
riacho da cruz,1,129.9,1
itagimirim,1,129.9,1
mairipotaba,1,129.77,1
nova floresta,1,129.6,1
araguacu,1,129.5,1
comercinho,1,129.0,1
jeriquara,1,129.0,1
corrego fundo,1,129.0,1
paula candido,1,129.0,1
alfredo marcondes,1,129.0,1
carmolandia,1,129.0,1
grandes rios,2,128.99,2
castanheira,3,128.98000000000002,3
santa cruz do prata,2,128.9,2
brejetuba,1,128.89,1
poxoreu,2,128.57,2
sao domingos do maranhao,2,127.88999999999999,2
corumba de goias,2,126.99,2
farol,1,126.99,1
angelina,1,126.99,1
itagiba,2,126.89000000000001,2
jatauba,2,126.89000000000001,2
barao de cotegipe,1,126.88999999999999,2
jaborandi,3,126.29,3
sao fernando,1,125.9,1
piau,2,125.88999999999999,2
abdon batista,1,125.4,1
mariano moro,1,125.0,1
tapurah,1,125.0,1
sao desiderio,1,125.0,1
charrua,2,125.0,2
natividade da serra,1,125.0,1
inhauma,2,124.97999999999999,2
brejoes,1,124.9,1
imbau,2,124.2,2
coracao de jesus,3,123.9,3
barreira,1,123.89,1
juscimeira,2,123.80000000000001,2
aurilandia,1,122.99,1
maquine,1,122.99,1
sao nicolau,1,122.99,1
ibirapua,1,122.99,1
felipe guerra,1,122.99,1
caetes,1,122.9,1
protasio alves,2,122.9,2
mascote,2,122.4,2
doutor ulysses,1,122.0,1
coronel martins,1,121.30000000000001,2
divinopolis do tocantins,1,120.99,1
mirante da serra,1,120.9,1
araguapaz,2,120.9,2
tacuru,1,120.0,1
biritinga,1,120.0,1
passa tempo,1,120.0,1
severiano melo,1,120.0,1
miranda do norte,1,120.0,1
morro do ferro,1,120.0,1
pitanga de estrada,1,120.0,1
santa cruz do piaui,1,119.99,1
erebango,1,119.99,1
nova araca,1,119.99,1
sao joao das missoes,2,119.99,2
serranopolis de minas,1,119.9,1
bora,1,119.9,1
vila nelita,2,119.9,2
sardoa,1,119.9,1
mucambo,1,119.9,1
ipiranga de goias,1,119.9,1
bela vista de minas,1,119.9,1
wagner,1,119.9,1
santo antonio de goias,1,119.9,1
aracitaba,2,119.80000000000001,2
areia,2,119.80000000000001,2
sacra familia do tingua,1,119.8,1
silveira martins,1,119.8,1
antunes,1,119.8,1
morro grande,1,119.8,1
jose boiteux,1,119.69999999999999,1
ferros,2,119.6,2
bonito de santa fe,1,119.6,1
mojui dos campos,2,119.59,2
central,1,119.5,1
saude,2,119.4,2
maiquinique,1,119.4,1
andrelandia,3,119.36,3
senador modestino goncalves,2,119.32,2
campo alegre de minas,1,119.0,1
sede alvorada,1,119.0,1
andre da rocha,1,119.0,1
meridiano,1,119.0,1
araguana,1,119.0,1
quinta do sol,3,118.99000000000001,3
sao jose da boa vista,1,118.99,1
sao cristovao do sul,1,118.99,1
treviso,1,118.9,1
alpestre,1,118.9,1
ibitiara,1,118.9,1
guajara-mirim,3,118.89,3
dionisio,2,118.80000000000001,2
barro preto,1,118.8,1
barracao,3,118.47999999999999,3
jardim alegre,2,118.38000000000001,2
cerro negro,1,118.0,1
cerejeiras,1,117.99,1
monte alegre,2,117.99,2
marcelino vieira,1,117.7,1
durande,2,117.49000000000001,2
venda branca,1,117.3,1
sao geraldo do baguari,1,117.3,1
sao pedro do iguacu,1,117.3,1
iretama,1,117.3,1
rancho alegre d'oeste,1,117.3,1
salto da divisa,2,116.98,2
senhora de oliveira,2,116.9,2
anastacio,2,116.9,2
chale,2,116.4,2
careacu,2,116.13,2
quixelo,2,115.99,2
coxilha,2,115.9,2
duere,1,115.9,1
jaci,2,115.89,2
presidente kubitschek,2,115.42999999999999,2
luis correia,1,115.0,1
aparecida do rio negro,1,115.0,1
lagoinha do piaui,1,115.0,1
pugmil,1,114.9,1
cruzeiro da fortaleza,2,114.9,2
domiciano ribeiro,2,114.89,2
conceicao,2,114.49,2
luiz alves,2,114.0,2
jacinto,2,113.99,2
chapadinha,3,113.88,3
lagoa nova,2,113.80000000000001,2
alagoa nova,1,113.0,1
pedro gomes,1,113.0,1
nova santa barbara,1,113.0,1
aragoiania,1,112.9,1
estrela do indaia,2,112.80000000000001,2
presidente alves,2,112.61,2
neves paulista,3,112.58,3
jussara,4,112.28,4
cotipora,1,112.0,1
mariapolis,2,111.9,2
itagi,2,111.89000000000001,2
extremoz,2,111.78999999999999,2
manfrinopolis,1,111.0,1
lindolfo collor,1,110.9,1
independencia,1,110.0,1
wenceslau guimaraes,2,110.0,2
caldeirao grande do piaui,1,110.0,1
lagoa,1,110.0,1
umburatiba,1,109.99,1
arara,1,109.9,1
caseiros,1,109.9,1
missi,1,109.9,1
sao jose da tapera,1,109.9,1
ipiranga do sul,1,109.9,1
nova canaa paulista,2,109.89000000000001,2
sao francisco de assis,2,109.89,2
ocara,2,109.88999999999999,2
aiuaba,1,109.7,1
herveiras,1,109.0,1
japaraiba,1,108.9,1
arenopolis,1,108.9,1
francisco dumont,2,108.89,2
parana,2,108.88,2
tapirai,2,108.65,2
itabirinha,1,108.0,1
ajapi,1,108.0,1
picui,2,107.99,2
capitao,1,107.8,1
igaracu do tiete,4,107.69,4
liberdade,3,107.22999999999999,3
mombuca,3,107.13999999999999,3
augustinopolis,1,107.0,1
santa maria do para,2,106.99,2
agua comprida,2,106.9,2
anhembi,1,106.9,1
peritiba,2,106.9,2
varjao de minas,2,105.8,2
itaueira,1,105.28,2
quatituba,1,105.0,1
pombos,1,105.0,1
colmeia,2,105.0,2
dois riachos,1,104.99,1
conrado,1,104.9,1
sao domingos das dores,2,104.9,2
santo hipolito,1,104.4,1
divino de sao lourenco,1,103.97,1
lindoia do sul,1,103.9,1
tamarana,2,103.9,2
crisolita,2,103.9,2
california,2,103.8,2
pocoes de paineiras,1,102.89000000000001,1
pimenteiras,2,102.5,2
planura,2,102.16,2
governador lindenberg,2,101.97,2
guzolandia,1,101.62,1
braco do rio,2,101.49,2
sao bonifacio,1,101.0,1
itubera,3,100.73,3
oros,2,100.65,2
dom basilio,3,100.28,3
fortaleza dos valos,1,100.0,1
rubineia,1,100.0,1
inconfidentes,2,99.99000000000001,2
fragosos,1,99.99,1
silvano,1,99.99,1
brasopolis,1,99.99,1
claro dos pocoes,1,99.99,1
barrocas,1,99.99,1
japaratuba,1,99.99,1
santa clara d'oeste,1,99.99,1
brejo,1,99.99,1
banzae,1,99.99,1
mussurepe,1,99.99,1
bonito de minas,1,99.99,1
santa maria do herval,1,99.99,1
nazare da mata,1,99.99,1
campo alegre de lourdes,1,99.99,1
tibau do sul,1,99.99,1
novais,1,99.9,1
douradina,1,99.9,1
felisburgo,1,99.9,1
olhos d'agua,1,99.9,1
orobo,1,99.9,1
coronel pacheco,1,99.9,1
umburanas,1,99.9,1
nova ubirata,1,99.9,1
sao vitor,1,99.9,1
nova timboteua,1,99.9,1
cajueiro,1,99.9,1
caridade,1,99.9,1
frei rogerio,1,99.9,1
sao pedro do butia,1,99.9,1
rodolfo fernandes,2,99.89,2
getulina,2,99.80000000000001,2
zortea,2,99.80000000000001,2
alexandrita,1,99.8,1
vila flor,1,99.73,1
pindorama do tocantins,2,99.66,2
paulistania,1,99.0,1
barra do rio azul,1,99.0,1
conceicao do almeida,1,99.0,1
palhano,1,99.0,1
formosa da serra negra,1,99.0,1
anguera,1,99.0,1
varzea,1,98.99,1
sao felix do araguaia,1,98.8,1
sao pedro do sul,1,98.7,1
gentio do ouro,1,98.7,1
lago verde,1,98.0,1
jaguaribara,1,98.0,1
vermelho,1,98.0,1
governador mangabeira,1,98.0,1
sao jose do ribeirao,1,97.9,1
aramina,1,97.9,1
sitio do quinto,2,97.89,2
santo antonio do leverger,1,97.0,1
eugenio de castro,1,97.0,1
ananas,1,96.8,1
ingai,1,96.0,1
sao bras do suacui,2,95.99000000000001,2
benedito leite,1,95.9,1
aguas claras,1,95.8,1
planaltina de goias,1,95.6,2
meruoca,2,95.0,2
sao benedito do rio preto,1,95.0,1
ferreiros,1,95.0,1
ipiranga do norte,1,95.0,1
goiandira,1,94.9,1
gaviao peixoto,2,94.89,2
patrocinio do muriae,2,94.8,2
caracol,1,94.0,1
portelandia,2,93.99000000000001,2
entre rios do oeste,3,93.89,3
boa vista do gurupi,2,93.89,2
sao carlos do ivai,1,93.0,1
coronel macedo,2,92.9,2
vila pereira,1,92.8,1
mandirituba,2,92.65,2
aratiba,1,92.5,1
epitaciolandia,1,92.34,1
quevedos,2,90.9,2
senador la rocque,1,90.0,1
manaira,1,90.0,1
novo itacolomi,1,90.0,1
peixe,1,89.99,1
vitorinos,1,89.99,1
palmopolis,1,89.99,1
conquista d'oeste,1,89.99,1
marilena,1,89.99,1
pontes gestal,1,89.99,1
britania,1,89.99,1
tapinas,1,89.99,1
cajapio,1,89.99,1
brejo dos santos,1,89.99,1
paranapoema,1,89.99,1
ilicinea,1,89.9,1
vargem grande do soturno,1,89.9,1
coronel sapucaia,1,89.9,1
santa leopoldina,1,89.9,1
estrela do sul,1,89.9,1
rancho alegre,2,89.9,2
redencao da serra,1,89.9,1
machados,1,89.9,1
sao jorge d'oeste,1,89.9,1
cujubim,1,89.9,1
sao jorge do patrocinio,2,89.9,2
coronel joao pessoa,1,89.9,1
guapirama,1,89.9,1
contenda,1,89.9,1
jaupaci,1,89.9,1
pedras altas,1,89.9,1
coite do noia,1,89.9,1
retirolandia,1,89.9,1
braunas,1,89.9,1
atilio vivacqua,1,89.9,1
riversul,1,89.9,1
itabi,1,89.9,1
lamim,1,89.9,1
macaubal,1,89.8,1
mogi-mirim,2,89.8,2
capela nova,1,89.77,1
fonseca,1,89.65,1
atalaia,1,89.58,1
aguas mornas,1,89.15,1
taparuba,1,89.0,1
lucena,1,89.0,1
coronel domingos soares,1,89.0,1
general camara,1,89.0,1
arapua,1,89.0,1
aquidaba,1,89.0,1
vanini,1,89.0,1
antonio pereira,2,88.99000000000001,2
alto alegre do maranhao,1,88.9,1
sao pedro do turvo,2,88.9,2
xexeu,1,87.5,1
carmopolis,2,87.31,2
uniao de minas,3,87.09,3
coqueiro baixo,2,86.99,2
pato bragado,2,86.69999999999999,2
varzea nova,1,86.0,1
sao mamede,1,86.0,1
moncao,1,85.99,1
vitoria do jari,1,85.95,1
novo brasil,1,85.9,1
bom jesus da penha,1,85.89,2
vila nova,2,85.47,2
piquerobi,1,85.0,1
major porto,1,84.99,1
vila nova do sul,1,84.99,1
cotegipe,1,84.99,1
lagoa do piaui,1,84.99,1
janduis,1,84.99,1
nova esperanca do sudoeste,1,84.99,1
santo antonio das queimadas,1,84.99,1
montadas,1,84.99,1
entre folhas,1,84.99,1
caturama,2,84.99,2
serra branca,1,84.9,1
perola independente,1,84.9,1
santa brigida,1,84.9,1
itaguaru,2,84.89,2
guarda-mor,2,83.9,2
senador salgado filho,1,83.8,1
turvania,2,83.7,2
ouro verde de goias,1,82.9,1
tres forquilhas,1,82.8,1
riachinho,2,82.34,2
santa salete,1,81.99,1
pedra branca,3,81.88,3
candido rodrigues,2,81.78999999999999,4
sinimbu,2,81.78,2
assare,1,81.0,1
barrolandia,2,80.99,2
piata,2,80.97999999999999,2
bias fortes,2,80.9,2
ouro verde de minas,2,80.78999999999999,2
monte alegre de sergipe,1,80.0,1
assuncao,1,80.0,1
perobal,1,80.0,1
frutuoso gomes,1,79.99,1
iaras,1,79.99,1
barao do triunfo,1,79.99,1
coronel freitas,1,79.99,1
nossa senhora de lourdes,1,79.99,1
cha de alegria,1,79.99,1
ewbank da camara,1,79.99,1
monte belo do sul,1,79.98,1
materlandia,2,79.98,2
andarai,1,79.9,1
campo azul,1,79.9,1
rio dos indios,1,79.9,1
ponto belo,1,79.9,1
filadelfia,1,79.9,1
paraju,1,79.9,1
vargem grande,1,79.9,1
santa luzia do parua,1,79.9,1
campo bonito,1,79.9,1
ubirajara,1,79.9,1
dezesseis de novembro,1,79.9,1
querencia do norte,1,79.9,1
olaria,1,79.9,1
novo lino,1,79.9,1
santana da boa vista,2,79.89,2
elisio medrado,2,79.82,2
teresina de goias,1,79.0,1
santa rita da floresta,1,79.0,1
praia norte,1,79.0,1
nantes,1,79.0,1
divinopolis de goias,1,79.0,1
banabuiu,1,79.0,1
rincao,1,79.0,1
sao joaquim do monte,1,79.0,1
vitoria do mearim,2,78.9,2
vargem,2,78.8,2
inhuma,1,78.0,1
aurora do para,1,78.0,1
almas,1,78.0,1
sao jose do inhacora,1,77.99,1
santo antonio do aventureiro,1,77.99,1
figueiropolis d'oeste,2,77.98,2
cristinapolis,1,77.9,1
paripiranga,2,77.71000000000001,2
alagoa,1,77.68,1
juvenilia,2,77.47999999999999,2
suzanapolis,1,76.9,1
augusto pestana,2,76.88,2
antonina do norte,1,76.8,1
bras pires,2,76.8,2
deodapolis,2,76.8,2
engenheiro beltrao,2,76.8,2
campo do brito,1,76.8,1
brasilandia de minas,2,76.25,2
aracatu,1,75.99,1
ibateguara,2,75.9,2
pirapo,1,75.27,1
jaraguari,2,75.0,2
nova guataporanga,1,75.0,1
felixlandia,1,75.0,1
jerico,1,75.0,1
guatapara,1,75.0,1
dom cavati,1,74.99,1
nacip raydan,1,74.9,1
frei gaspar,1,74.9,1
cassia dos coqueiros,1,74.9,1
lagoa dos tres cantos,1,74.9,1
porto acre,1,74.9,1
espigao,2,74.89,2
adustina,1,74.8,1
alto alegre do iguacu,1,74.69999999999999,2
adrianopolis,1,73.9,1
santo antonio do palma,2,73.89,2
joselandia,1,73.35,1
pedra do indaia,1,72.99,1
monte formoso,2,72.99,2
itarema,1,72.9,1
cacaulandia,1,72.9,1
mato rico,1,72.9,1
avelino lopes,2,72.89,2
arraial d ajuda,1,72.62,1
serra azul,1,72.5,1
salobro,1,72.2,1
matoes,1,72.0,1
piripa,2,71.99000000000001,2
termas de ibira,1,71.9,1
taquarucu do sul,1,70.0,1
bom retiro,1,70.0,1
ravena,1,69.99,1
anaurilandia,1,69.99,1
cipo-guacu,1,69.99,1
itanhanga,1,69.99,1
juripiranga,1,69.99,1
vila reis,1,69.9,1
boquira,1,69.9,1
glaura,1,69.9,1
sao francisco do gloria,1,69.9,1
morro do pilar,1,69.9,1
formosa do oeste,1,69.9,1
moeda,1,69.9,1
laranja da terra,1,69.9,1
florida,1,69.9,1
macuco,1,69.9,1
itutinga,1,69.9,1
ministro andreazza,1,69.9,1
nova padua,1,69.9,1
piratini,1,69.9,1
onda verde,1,69.81,1
anhandui,1,69.0,1
igarape-acu,1,69.0,1
cascalho rico,1,69.0,1
lagoa de sao francisco,1,68.99,1
guarani das missoes,2,68.66,2
ilha dos valadares,1,67.99,1
valao do barro,1,67.1,1
conselheiro mairinck,1,67.0,1
buritizal,2,66.99,2
rio doce,1,66.0,1
angicos,1,65.99,1
santo inacio,1,65.9,1
bertopolis,1,65.9,1
capitao eneas,1,65.6,1
goncalves dias,1,65.0,1
ribeiropolis,1,65.0,1
serra dos dourados,1,65.0,1
paranapua,2,64.99000000000001,2
alianca,1,64.99,1
itaquitinga,2,64.89,2
matriz de camaragibe,1,64.0,1
sao jorge,1,63.99,1
passa tres,2,63.85,2
guairaca,1,63.8,1
anage,1,63.8,1
cristopolis,2,63.41,2
garruchos,1,62.9,1
terenos,1,62.89,1
pedro velho,1,61.99,1
tapera,1,61.8,1
ibipeba,1,61.7,1
muquem do sao francisco,2,61.32,2
pontalinda,2,60.8,2
taiacu,1,60.5,1
pavao,1,60.0,1
guarapua,1,60.0,1
novo machado,1,59.99,1
camacho,1,59.99,1
lagoa dos patos,1,59.9,1
mocajuba,1,59.9,1
cerrito,1,59.9,1
pinhotiba,1,59.9,1
sao miguel do cambui,1,59.9,1
oleo,1,59.9,1
rainha do mar,1,59.9,1
messias targino,1,59.9,1
pedranopolis,1,59.9,1
padre paraiso,1,59.9,1
palmares paulista,1,59.9,1
brasilandia,1,59.9,1
buriti do tocantins,1,59.9,1
itacurussa,1,59.9,1
sarutaia,1,59.9,1
santa rita do itueto,1,59.9,1
porto lucena,1,59.89,1
sao mateus de minas,1,59.88,1
salmourao,2,59.879999999999995,2
campo florido,1,59.8,1
brasileia,1,59.699999999999996,1
jacuizinho,1,59.54,1
galvao,1,59.5,1
novo mundo,1,59.15,1
rio rufino,1,59.0,1
queixada,1,59.0,1
jamaica,1,59.0,1
lamarao,1,59.0,1
croata,1,58.99,1
anhumas,1,58.99,1
paineiras,1,58.99,1
cairu,1,58.99,1
uruburetama,1,58.99,1
nova america da colina,1,58.99,1
palmeirinha,2,58.919999999999995,2
castro alves,2,58.9,2
porto amazonas,2,58.79,2
matelandia,2,57.980000000000004,2
sonora,2,57.98,2
itacoatiara,1,57.98,1
bacaxa,1,57.9,1
barra do jacare,1,57.9,1
caem,1,57.9,1
dores de guanhaes,1,57.9,1
rubelita,1,57.89,1
